"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"chest and back","26 Jun 2024, 11:15","26 Jun 2024, 17:27","","Pull Up (Assisted)",,"",0,"normal",,8,,,
"chest and back","26 Jun 2024, 11:15","26 Jun 2024, 17:27","","Pull Up (Assisted)",,"",1,"normal",,8,,,
"chest and back","26 Jun 2024, 11:15","26 Jun 2024, 17:27","","Chest Dip (Assisted)",,"",0,"normal",15,12,,,
"chest and back","26 Jun 2024, 11:15","26 Jun 2024, 17:27","","Chest Dip (Assisted)",,"",1,"normal",5,12,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Triceps Pushdown",,"",0,"normal",50,8,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Triceps Pushdown",,"",1,"dropset",40,4,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Triceps Pushdown",,"",2,"normal",50,8,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Triceps Pushdown",,"",3,"dropset",40,3,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Triceps Pushdown",,"",4,"normal",50,7,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Triceps Pushdown",,"",5,"dropset",40,4,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Lateral Raise (Cable)",,"",0,"normal",12.5,10,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Lateral Raise (Cable)",,"",1,"normal",12.5,14,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Lateral Raise (Cable)",,"",2,"normal",12.5,13,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Cable Crunch",,"",0,"normal",135,12,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Cable Crunch",,"",1,"normal",135,11,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Cable Crunch",,"",2,"normal",135,12,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",97.5,10,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",97.5,10,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",97.5,10,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Preacher Curl (Machine)",,"",0,"normal",95,11,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Preacher Curl (Machine)",,"",1,"normal",95,10,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Preacher Curl (Machine)",,"",2,"normal",95,8,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Hammer Curl (Dumbbell)",,"",0,"normal",35,12,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Hammer Curl (Dumbbell)",,"",1,"normal",35,12,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Hammer Curl (Dumbbell)",,"",2,"normal",35,13,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Hammer Curl (Dumbbell)",,"",3,"warmup",30,6,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Seated Triceps Press",,"",0,"normal",140,15,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Seated Triceps Press",,"",1,"normal",145,14,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Seated Triceps Press",,"",2,"normal",145,12,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Triceps Extension (Cable)",,"",0,"normal",35,11,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Triceps Extension (Cable)",,"",1,"normal",35,9,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Triceps Extension (Cable)",,"",2,"normal",35,10,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Shoulder Press (Dumbbell)",,"",0,"normal",80,13,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Shoulder Press (Dumbbell)",,"",1,"normal",80,12,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Shoulder Press (Dumbbell)",,"",2,"normal",80,10,,,
"sharm 🍀","20 Jun 2024, 22:42","21 Jun 2024, 00:00","","Shoulder Press (Dumbbell)",,"",3,"warmup",60,8,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Chest Fly (Machine)",,"",0,"warmup",105,12,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Chest Fly (Machine)",,"",1,"normal",145,12,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Chest Fly (Machine)",,"",2,"normal",145,10,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Chest Fly (Machine)",,"",3,"normal",145,10,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Incline Bench Press (Dumbbell)",,"",0,"warmup",70,8,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Incline Bench Press (Dumbbell)",,"",1,"normal",100,12,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Incline Bench Press (Dumbbell)",,"",2,"normal",100,11,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Incline Bench Press (Dumbbell)",,"",3,"normal",100,10,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Single Arm Lat Pulldown",,"",0,"normal",57.5,20,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Single Arm Lat Pulldown",,"",1,"normal",57.5,20,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Single Arm Lat Pulldown",,"",2,"normal",57.5,18,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Chest Press (Machine)",,"",0,"normal",140,5,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Chest Press (Machine)",,"",1,"normal",115,10,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Chest Dip (Assisted)",,"",0,"normal",15,12,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Chest Dip (Assisted)",,"",1,"normal",15,12,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",130,12,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",145,10,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",145,10,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Cable Crunch",,"",0,"normal",160,12,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Cable Crunch",,"",1,"normal",160,12,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Cable Crunch",,"",2,"normal",170,9,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Pull Up (Assisted)",,"",0,"normal",15,8,,,
"chest and back","17 Jun 2024, 22:57","18 Jun 2024, 00:14","","Pull Up (Assisted)",,"",1,"normal",15,12,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Triceps Pushdown",,"",0,"normal",52.5,6,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Triceps Pushdown",,"",1,"dropset",42.5,5,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Triceps Pushdown",,"",2,"normal",47.5,9,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Triceps Pushdown",,"",3,"dropset",42.5,3,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Triceps Pushdown",,"",4,"normal",52.5,7,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Triceps Pushdown",,"",5,"dropset",42.5,4,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Lateral Raise (Cable)",,"",0,"normal",12.5,10,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Lateral Raise (Cable)",,"",1,"normal",10,14,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Lateral Raise (Cable)",,"",2,"normal",10,13,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Cable Crunch",,"",0,"normal",135,12,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Cable Crunch",,"",1,"normal",135,12,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Cable Crunch",,"",2,"normal",135,12,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",90,12,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",90,10,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",90,8,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Preacher Curl (Machine)",,"",0,"normal",95,11,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Preacher Curl (Machine)",,"",1,"normal",95,10,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Preacher Curl (Machine)",,"",2,"normal",95,10,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Hammer Curl (Dumbbell)",,"",0,"normal",35,8,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Hammer Curl (Dumbbell)",,"",1,"normal",30,13,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Hammer Curl (Dumbbell)",,"",2,"normal",30,12,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Hammer Curl (Dumbbell)",,"",3,"warmup",30,6,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Seated Shoulder Press (Machine)",,"",0,"normal",85,8,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Seated Shoulder Press (Machine)",,"",1,"normal",85,7,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Seated Shoulder Press (Machine)",,"",2,"normal",85,7,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Seated Triceps Press",,"",0,"normal",125,12,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Seated Triceps Press",,"",1,"normal",135,13,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Seated Triceps Press",,"",2,"normal",140,14,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Triceps Extension (Cable)",,"",0,"normal",35,11,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Triceps Extension (Cable)",,"",1,"normal",35,9,,,
"sharm 🍀","12 Jun 2024, 19:48","12 Jun 2024, 21:27","","Triceps Extension (Cable)",,"",2,"normal",35,10,,,
"chest and back","11 Jun 2024, 14:33","11 Jun 2024, 15:47","","Incline Bench Press (Dumbbell)",,"",0,"normal",100,9,,,
"chest and back","11 Jun 2024, 14:33","11 Jun 2024, 15:47","","Incline Bench Press (Dumbbell)",,"",1,"normal",100,9,,,
"chest and back","11 Jun 2024, 14:33","11 Jun 2024, 15:47","","Incline Bench Press (Dumbbell)",,"",2,"normal",90,11,,,
"chest and back","11 Jun 2024, 14:33","11 Jun 2024, 15:47","","Single Arm Lat Pulldown",,"",0,"normal",62.5,21,,,
"chest and back","11 Jun 2024, 14:33","11 Jun 2024, 15:47","","Single Arm Lat Pulldown",,"",1,"normal",62.5,18,,,
"chest and back","11 Jun 2024, 14:33","11 Jun 2024, 15:47","","Single Arm Lat Pulldown",,"",2,"normal",62.5,18,,,
"chest and back","11 Jun 2024, 14:33","11 Jun 2024, 15:47","","Chest Press (Machine)",,"",0,"normal",140,10,,,
"chest and back","11 Jun 2024, 14:33","11 Jun 2024, 15:47","","Chest Press (Machine)",,"",1,"normal",140,10,,,
"chest and back","11 Jun 2024, 14:33","11 Jun 2024, 15:47","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",130,8,,,
"chest and back","11 Jun 2024, 14:33","11 Jun 2024, 15:47","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",125,10,,,
"chest and back","11 Jun 2024, 14:33","11 Jun 2024, 15:47","","Reverse Grip Lat Pulldown (Cable)",,"",2,"normal",125,10,,,
"legs","7 Jun 2024, 11:08","7 Jun 2024, 11:30","","Seated Leg Curl (Machine)",,"",0,"normal",120,12,,,
"legs","7 Jun 2024, 11:08","7 Jun 2024, 11:30","","Seated Leg Curl (Machine)",,"",1,"normal",120,11,,,
"legs","7 Jun 2024, 11:08","7 Jun 2024, 11:30","","Seated Leg Curl (Machine)",,"",2,"normal",120,10,,,
"legs","7 Jun 2024, 11:08","7 Jun 2024, 11:30","","Leg Extension (Machine)",,"",0,"normal",145,11,,,
"legs","7 Jun 2024, 11:08","7 Jun 2024, 11:30","","Leg Extension (Machine)",,"",1,"dropset",65,12,,,
"legs","7 Jun 2024, 11:08","7 Jun 2024, 11:30","","Leg Extension (Machine)",,"",2,"normal",145,10,,,
"legs","7 Jun 2024, 11:08","7 Jun 2024, 11:30","","Leg Extension (Machine)",,"",3,"dropset",65,12,,,
"legs","7 Jun 2024, 11:08","7 Jun 2024, 11:30","","Leg Extension (Machine)",,"",4,"normal",145,10,,,
"legs","7 Jun 2024, 11:08","7 Jun 2024, 11:30","","Leg Extension (Machine)",,"",5,"dropset",65,12,,,
"legs","7 Jun 2024, 11:08","7 Jun 2024, 11:30","","Leg Extension (Machine)",,"",6,"warmup",75,8,,,
"legs","7 Jun 2024, 11:08","7 Jun 2024, 11:30","","Leg Press (Machine)",,"",0,"normal",270,13,,,
"legs","7 Jun 2024, 11:08","7 Jun 2024, 11:30","","Leg Press (Machine)",,"",1,"normal",320,11,,,
"legs","7 Jun 2024, 11:08","7 Jun 2024, 11:30","","Leg Press (Machine)",,"",2,"normal",320,12,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Shoulder Press (Dumbbell)",,"",0,"warmup",60,8,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Shoulder Press (Dumbbell)",,"",1,"normal",80,12,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Shoulder Press (Dumbbell)",,"",2,"normal",80,10,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Shoulder Press (Dumbbell)",,"",3,"normal",80,10,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Triceps Pushdown",,"",0,"normal",50,10,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Triceps Pushdown",,"",1,"dropset",40,4,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Triceps Pushdown",,"",2,"normal",55,7,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Triceps Pushdown",,"",3,"dropset",45,3,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Triceps Pushdown",,"",4,"normal",50,9,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Triceps Pushdown",,"",5,"dropset",40,2,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Lateral Raise (Cable)",,"",0,"normal",12.5,10,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Lateral Raise (Cable)",,"",1,"normal",12.5,10,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Lateral Raise (Cable)",,"",2,"normal",12.5,10,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Cable Crunch",,"",0,"normal",155,12,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Cable Crunch",,"",1,"normal",160,10,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",100,12,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",120,8,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",120,8,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Preacher Curl (Machine)",,"",0,"normal",95,11,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Preacher Curl (Machine)",,"",1,"normal",100,9,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Preacher Curl (Machine)",,"",2,"normal",100,9,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Triceps Extension (Cable)",,"",0,"normal",32.5,11,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Triceps Extension (Cable)",,"",1,"normal",32.5,13,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Triceps Extension (Cable)",,"",2,"normal",32.5,11,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Hammer Curl (Cable)",,"",0,"normal",47.5,10,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Hammer Curl (Cable)",,"",1,"normal",42.5,8,,,
"sharm 🍀","5 Jun 2024, 11:44","5 Jun 2024, 13:42","","Hammer Curl (Cable)",,"",2,"normal",42.5,10,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Chest Fly (Machine)",,"",0,"warmup",105,12,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Chest Fly (Machine)",,"",1,"normal",145,12,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Chest Fly (Machine)",,"",2,"normal",160,9,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Chest Fly (Machine)",,"",3,"normal",145,9,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Incline Bench Press (Dumbbell)",,"",0,"warmup",70,8,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Incline Bench Press (Dumbbell)",,"",1,"normal",100,12,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Incline Bench Press (Dumbbell)",,"",2,"normal",100,12,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Incline Bench Press (Dumbbell)",,"",3,"normal",110,8,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Incline Bench Press (Dumbbell)",,"",4,"dropset",80,4,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Single Arm Lat Pulldown",,"",0,"normal",57.2,24,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Single Arm Lat Pulldown",,"",1,"normal",62.5,18,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Single Arm Lat Pulldown",,"",2,"normal",62.5,18,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Chest Press (Machine)",,"",0,"normal",140,10,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Chest Press (Machine)",,"",1,"normal",140,10,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Single Arm Cable Row",,"",0,"warmup",30,8,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Single Arm Cable Row",,"",1,"normal",65,8,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Single Arm Cable Row",,"",2,"normal",55,8,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Single Arm Cable Row",,"",3,"normal",65,8,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Single Arm Cable Row",,"",4,"dropset",55,4,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Pull Up (Assisted)",,"",0,"normal",,8,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Pull Up (Assisted)",,"",1,"normal",15,12,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Chest Dip (Assisted)",,"",0,"normal",,8,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Chest Dip (Assisted)",,"",1,"normal",,8,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Calf Press (Machine)",,"",0,"normal",220,12,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Calf Press (Machine)",,"",1,"normal",220,12,,,
"chest and back","4 Jun 2024, 18:04","4 Jun 2024, 20:24","","Calf Press (Machine)",,"",2,"normal",220,12,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Shoulder Press (Dumbbell)",,"",0,"warmup",60,12,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Shoulder Press (Dumbbell)",,"",1,"normal",90,10,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Shoulder Press (Dumbbell)",,"",2,"normal",90,8,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Shoulder Press (Dumbbell)",,"",3,"normal",90,9,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Triceps Extension (Dumbbell)",,"",0,"normal",40,6,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Triceps Extension (Dumbbell)",,"",1,"normal",35,13,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Triceps Extension (Dumbbell)",,"",2,"normal",35,11,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Triceps Extension (Dumbbell)",,"",3,"normal",35,9,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Hammer Curl (Dumbbell)",,"",0,"normal",35,11,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Hammer Curl (Dumbbell)",,"",1,"dropset",30,6,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Hammer Curl (Dumbbell)",,"",2,"normal",35,10,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Hammer Curl (Dumbbell)",,"",3,"dropset",30,6,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Hammer Curl (Dumbbell)",,"",4,"normal",35,9,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Hammer Curl (Dumbbell)",,"",5,"dropset",30,8,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Triceps Pushdown",,"",0,"normal",50,10,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Triceps Pushdown",,"",1,"dropset",45,4,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Triceps Pushdown",,"",2,"normal",50,10,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Triceps Pushdown",,"",3,"dropset",45,5,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Triceps Pushdown",,"",4,"normal",50,9,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Triceps Pushdown",,"",5,"dropset",40,6,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Lateral Raise (Cable)",,"",0,"normal",12.5,10,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Lateral Raise (Cable)",,"",1,"normal",12.5,10,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Preacher Curl (Machine)",,"",0,"normal",90,8,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Preacher Curl (Machine)",,"",1,"normal",90,8,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Cable Crunch",,"",0,"normal",155,12,,,
"sharm 🍀","2 Jun 2024, 11:26","2 Jun 2024, 13:21","","Cable Crunch",,"",1,"normal",160,10,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Chest Fly (Machine)",,"",0,"normal",145,8,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Chest Fly (Machine)",,"",1,"normal",145,9,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Chest Fly (Machine)",,"",2,"normal",145,9,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",100,10,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Incline Bench Press (Dumbbell)",,"",0,"warmup",70,8,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Incline Bench Press (Dumbbell)",,"",1,"normal",100,12,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Incline Bench Press (Dumbbell)",,"",2,"normal",100,10,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Incline Bench Press (Dumbbell)",,"",3,"normal",100,10,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Single Arm Lat Pulldown",,"",0,"normal",60,16,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Single Arm Lat Pulldown",,"",1,"normal",55,20,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Single Arm Lat Pulldown",,"",2,"normal",55,20,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Cable Crunch",,"",0,"normal",130,16,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Cable Crunch",,"",1,"normal",140,16,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Cable Crunch",,"",2,"normal",155,12,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Triceps Pushdown",,"",0,"normal",55,6,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Triceps Pushdown",,"",1,"normal",55,6,,,
"chest and back","1 Jun 2024, 14:58","1 Jun 2024, 16:53","","Triceps Pushdown",,"",2,"normal",55,6,,,
